日期,日结束时间,道路延误h,排队延误h,游览不达标,当日超时,当日达标,薄弱事件,模拟编号
第2天,20.488222558533256,2.801704294397323,0.6865182641359336,False,False,True,无,6
第3天,17.370972862729047,0.2025198399228288,1.0684530228062188,False,False,True,无,6
第4天,15.899999999999999,0.0,0.0,False,False,True,无,6
第5天,20.451896053064466,3.051896053064466,0.0,False,False,True,无,6
第1天,16.503014176842395,0.0,0.6030141768423943,False,False,True,无,7
第2天,20.119360885713842,3.119360885713844,0.0,False,False,True,无,7
第3天,19.351359803067265,3.251359803067266,0.0,False,False,True,无,7
第4天,18.01296530617563,2.1129653061756297,0.0,False,False,True,无,7
第5天,19.898028978664563,1.2778811202828635,1.220147858381699,True,False,False,第5天-A1游览风险,7
第1天,19.633009133451548,3.7330091334515476,0.0,False,False,True,无,8
第2天,19.834231169688014,0.0,2.834231169688014,False,False,True,无,8
第3天,16.1,0.0,0.0,False,False,True,无,8
第4天,15.899999999999999,0.0,0.0,False,False,True,无,8
第5天,21.339910368726738,1.00694390603189,2.932966462694849,True,True,False,第5天-A1游览风险；第5天返程超时,8
第1天,19.651879391688766,3.751879391688767,0.0,False,False,True,无,9
第2天,19.14597056285272,1.4324923301341848,0.713478232718536,False,False,True,无,9
第3天,16.1,0.0,0.0,False,False,True,无,9
第4天,15.899999999999999,0.0,0.0,False,False,True,无,9
第5天,20.742519659737567,3.3425196597375693,0.0,False,False,True,无,9
第1天,18.831297079422892,2.931297079422892,0.0,False,False,True,无,10
第2天,17.0,0.0,0.0,False,False,True,无,10
第3天,16.1,0.0,0.0,False,False,True,无,10
第4天,16.925016581845647,1.0250165818456471,0.0,False,False,True,无,10
第5天,19.242179129357996,0.0,1.8421791293579957,True,False,False,第5天-A1游览风险,10
第1天,19.906819719864526,1.3411254273549373,2.6656942925095883,False,False,True,无,11
第2天,18.54680691819921,1.5468069181992086,0.0,False,False,True,无,11
第3天,16.1,0.0,0.0,False,False,True,无,11
第4天,19.258906760972973,3.3589067609729764,0.0,True,False,False,第4天-A6游览风险,11
第5天,17.4,0.0,0.0,False,False,True,无,11
第1天,20.945304566907836,2.2973822462870137,2.747922320620824,False,False,True,无,12
第2天,17.0,0.0,0.0,False,False,True,无,12
第3天,18.12255487332235,0.0,2.022554873322348,False,False,True,无,12
第4天,16.924390791901683,0.0,1.0243907919016844,False,False,True,无,12
第5天,25.0822104903602,4.784432464294651,2.8977780260655486,True,True,False,第5天-A1游览风险；第5天返程超时,12
第1天,24.07129304513728,5.880512035561858,2.2907810095754244,True,True,False,第1天-A3游览风险；第1天返程超时,13
第2天,18.681644183292356,1.6816441832923563,0.0,False,False,True,无,13
第3天,18.382526174499244,0.0,2.2825261744992438,False,False,True,无,13
第4天,20.490453493157432,4.590453493157431,0.0,False,False,True,无,13
第5天,18.381909323577474,0.0,0.9819093235774718,True,False,False,第5天-A1游览风险,13
第1天,20.27791609494045,3.9320081867031167,0.4459079082373367,False,False,True,无,14
第2天,21.39513540876486,3.7705840609670433,0.6245513477978191,False,True,False,第2天返程超时,14
第3天,16.1,0.0,0.0,False,False,True,无,14
第4天,16.789976627667954,0.0,0.8899766276679539,False,False,True,无,14
第5天,18.765949796025758,1.3659497960257583,0.0,True,False,False,第5天-A1游览风险,14
第1天,18.56381033629813,2.6638103362981274,0.0,False,False,True,无,15
第2天,19.999115572465097,1.0524784668619982,1.946637105603101,False,False,True,无,15
第3天,16.1,0.0,0.0,False,False,True,无,15
第4天,17.18476956926873,0.0,1.284769569268731,False,False,True,无,15
第5天,20.99383298013855,3.59383298013855,0.0,False,False,True,无,15
第1天,19.366050213319802,2.6824858720730163,0.7835643412467855,False,False,True,无,16
第2天,17.0,0.0,0.0,False,False,True,无,16
第3天,16.1,0.0,0.0,False,False,True,无,16
第4天,19.07067604771646,1.3688783595298926,1.801797688186567,False,False,True,无,16
第5天,19.620034211220606,0.0,2.220034211220606,True,False,False,第5天-A1游览风险,16
第1天,15.9,0.0,0.0,False,False,True,无,17
第2天,19.733576782111417,2.733576782111418,0.0,False,False,True,无,17
第3天,21.46682899172135,5.366828991721351,0.0,False,True,False,第3天返程超时,17
第4天,18.65294305016076,2.752943050160764,0.0,False,False,True,无,17
第5天,18.820555061015686,1.4205550610156858,0.0,True,False,False,第5天-A1游览风险,17
第1天,17.083375655284094,1.1833756552840946,0.0,False,False,True,无,18
第2天,19.895787792576353,0.0,2.8957877925763524,False,False,True,无,18
第3天,16.840624992279643,0.0,0.7406249922796416,False,False,True,无,18
第4天,15.899999999999999,0.0,0.0,False,False,True,无,18
第5天,21.361457970541338,3.96145797054134,0.0,False,True,False,第5天返程超时,18
第1天,15.9,0.0,0.0,False,False,True,无,19
第2天,22.684842819732722,3.9690446802187553,1.7157981395139685,True,True,False,第2天-A10游览风险；第2天返程超时,19
第3天,20.29453139672458,4.19453139672458,0.0,False,False,True,无,19
第4天,17.691032450440236,0.0,1.7910324504402375,False,False,True,无,19
第5天,18.671399042932457,0.0,1.2713990429324586,True,False,False,第5天-A1游览风险,19
第1天,16.756591388340144,0.0,0.8565913883401427,False,False,True,无,20
第2天,22.21198372071974,3.02868148482913,2.1833022358906105,True,True,False,第2天-A10游览风险；第2天返程超时,20
第3天,19.88210048953062,2.50925944136785,1.27284104816277,True,False,False,第3天-A2游览风险,20
第4天,17.864146388312818,0.0,1.9641463883128194,False,False,True,无,20
第5天,21.002802140180997,1.441130334696159,2.1616718054848354,True,True,False,第5天-A1游览风险；第5天返程超时,20
第1天,15.9,0.0,0.0,False,False,True,无,21
第2天,20.973714924874276,3.6022104295220476,0.37150449535222796,True,False,False,第2天-A10游览风险,21
第3天,16.1,0.0,0.0,False,False,True,无,21
第4天,16.455749309057328,0.0,0.5557493090573291,False,False,True,无,21
第5天,19.508172186359435,0.0,2.1081721863594343,True,False,False,第5天-A1游览风险,21
第1天,21.17759852643907,2.6251670483014635,2.652431478137608,False,True,False,第1天返程超时,22
第2天,17.0,0.0,0.0,False,False,True,无,22
第3天,18.58055623077902,0.0,2.480556230779017,False,False,True,无,22
第4天,15.899999999999999,0.0,0.0,False,False,True,无,22
第5天,20.561417457284634,3.161417457284637,0.0,False,False,True,无,22
第1天,19.384437556034026,3.484437556034024,0.0,False,False,True,无,23
第2天,18.87105962381755,1.871059623817552,0.0,False,False,True,无,23
第3天,19.131825757279532,3.031825757279533,0.0,False,False,True,无,23
第4天,18.43997570978023,0.0,2.5399757097802342,False,False,True,无,23
第5天,21.58185994939579,1.3620535612180253,2.8198063881777617,True,True,False,第5天-A1游览风险；第5天返程超时,23
第1天,19.421910884275402,3.5219108842754014,0.0,False,False,True,无,24
第2天,18.342872063475387,1.342872063475386,0.0,False,False,True,无,24
第3天,19.5716356539002,3.4716356539001976,0.0,False,False,True,无,24
第4天,15.899999999999999,0.0,0.0,False,False,True,无,24
第5天,21.223874599835245,3.8238745998352437,0.0,True,True,False,第5天-A1游览风险；第5天返程超时,24
第1天,18.178285707733608,2.0706144399198574,0.207671267813746,False,False,True,无,25
第2天,20.102845645815133,2.657930807119735,0.44491483869540027,False,False,True,无,25
第3天,21.997420802332137,3.3803334071348115,2.517087395197321,False,True,False,第3天返程超时,25
第4天,15.899999999999999,0.0,0.0,False,False,True,无,25
第5天,20.442561261383098,0.7994954895551247,2.2430657718279754,True,False,False,第5天-A1游览风险,25
第1天,16.734515495318544,0.0,0.8345154953185443,False,False,True,无,26
第2天,19.850703086661543,2.850703086661542,0.0,False,False,True,无,26
第3天,17.389660080714137,0.5280962266361907,0.7615638540779452,False,False,True,无,26
第4天,17.92946414045617,1.4490500028075388,0.5804141376486291,False,False,True,无,26
第5天,20.576465340294376,0.6641439797585229,2.512321360535854,True,False,False,第5天-A1游览风险,26
第1天,18.48907271768065,1.135613356825025,1.453459360855622,False,False,True,无,27
第2天,17.0,0.0,0.0,False,False,True,无,27
第3天,18.988120670879812,0.0,2.888120670879813,False,False,True,无,27
第4天,20.580731596045226,4.680731596045227,0.0,False,False,True,无,27
第5天,17.4,0.0,0.0,False,False,True,无,27
第1天,16.852040784553974,0.0,0.9520407845539733,False,False,True,无,28
第2天,18.287121824654005,0.0,1.2871218246540048,False,False,True,无,28
第3天,18.918431757074963,0.0,2.8184317570749604,False,False,True,无,28
第4天,16.696726187035416,0.7967261870354193,0.0,False,False,True,无,28
第5天,20.02358197987882,2.4173547788244565,0.20622720105436176,True,False,False,第5天-A1游览风险,28
第1天,19.274132759469204,2.827035592728482,0.5470971667407203,False,False,True,无,29
第2天,19.6270389907571,1.410898693067588,1.216140297689511,False,False,True,无,29
第3天,17.963464901273287,1.863464901273288,0.0,False,False,True,无,29
第4天,17.805068215936398,0.8290886316400016,1.0759795842963966,False,False,True,无,29
第5天,18.710345304968943,1.3103453049689415,0.0,True,False,False,第5天-A1游览风险,29
第1天,19.219241587347906,3.3192415873479053,0.0,False,False,True,无,30
第2天,19.223516888389153,2.223516888389153,0.0,False,False,True,无,30
第3天,22.848592185698518,5.410686533435078,1.3379056522634356,False,True,False,第3天返程超时,30
第4天,20.179983957966666,2.0547703840575213,2.225213573909146,True,False,False,第4天-A6游览风险,30
第5天,20.365858227031808,1.87054320461748,1.095315022414328,True,False,False,第5天-A1游览风险,30
第1天,16.511771046039435,0.0,0.6117710460394362,False,False,True,无,31
第2天,17.47762191566078,0.0,0.4776219156607804,False,False,True,无,31
第3天,18.8275685837801,2.727568583780098,0.0,False,False,True,无,31
第4天,15.899999999999999,0.0,0.0,False,False,True,无,31
第5天,23.970210157597712,6.408584315382788,0.16162584221492415,True,True,False,第5天-A1游览风险；第5天返程超时,31
第1天,19.63785673166696,2.824314704458346,0.9135420272086164,False,False,True,无,32
第2天,20.52344671337342,1.270240540981587,2.2532061723918355,False,False,True,无,32
第3天,16.1,0.0,0.0,False,False,True,无,32
第4天,18.186886086133715,2.2868860861337166,0.0,False,False,True,无,32
第5天,23.86507453711439,6.29681249805833,0.16826203905605652,True,True,False,第5天-A1游览风险；第5天返程超时,32
第1天,16.22183329374327,0.23589057440028094,0.08594271934298991,False,False,True,无,33
第2天,17.685178372966604,0.6851783729666053,0.0,False,False,True,无,33
第3天,18.58971549935151,2.489715499351509,0.0,False,False,True,无,33
第4天,15.899999999999999,0.0,0.0,False,False,True,无,33
第5天,20.588888059330166,3.188888059330166,0.0,True,False,False,第5天-A1游览风险,33
第1天,18.758462056326643,2.858462056326642,0.0,False,False,True,无,34
第2天,19.967720392477432,2.9677203924774322,0.0,False,False,True,无,34
第3天,21.19692608720506,2.154197719222844,2.942728367982215,True,True,False,第3天-A2游览风险；第3天返程超时,34
第4天,19.41489579220828,1.2031602764896192,2.3117355157186648,False,False,True,无,34
第5天,20.156058771690446,0.14114772910877538,2.6149110425816704,True,False,False,第5天-A1游览风险,34
第1天,20.164901085950035,4.264901085950034,0.0,False,False,True,无,35
第2天,18.708875237111044,0.0,1.7088752371110456,False,False,True,无,35
第3天,17.1900052917049,1.0900052917048988,0.0,False,False,True,无,35
第4天,17.315189864561205,1.415189864561206,0.0,False,False,True,无,35
第5天,22.193711834218426,3.3975050066259804,1.3962068275924442,True,True,False,第5天-A1游览风险；第5天返程超时,35
第1天,15.9,0.0,0.0,False,False,True,无,36
第2天,18.389174969731783,1.389174969731781,0.0,False,False,True,无,36
第3天,16.1,0.0,0.0,False,False,True,无,36
第4天,18.503987875680703,2.603987875680703,0.0,False,False,True,无,36
第5天,19.980589732584065,2.580589732584066,0.0,False,False,True,无,36
第1天,16.960914752912043,1.060914752912042,0.0,False,False,True,无,37
第2天,20.37459117487289,3.374591174872892,0.0,False,False,True,无,37
第3天,18.076329443089396,0.0,1.9763294430893927,False,False,True,无,37
第4天,16.458534736023807,0.5585347360238108,0.0,False,False,True,无,37
第5天,20.39889907312359,2.99889907312359,0.0,False,False,True,无,37
第1天,15.9,0.0,0.0,False,False,True,无,38
第2天,19.220266199442968,2.2202661994429667,0.0,False,False,True,无,38
第3天,17.178821609591758,0.0,1.0788216095917564,False,False,True,无,38
第4天,20.28240812821972,2.0727283749616996,2.309679753258023,False,False,True,无,38
第5天,19.81025040899891,0.0,2.4102504089989107,True,False,False,第5天-A1游览风险,38
第1天,18.559605650855126,1.5181354535359524,1.1414701973191717,False,False,True,无,39
第2天,18.400173748922242,1.4001737489222437,0.0,False,False,True,无,39
第3天,16.1,0.0,0.0,False,False,True,无,39
第4天,15.899999999999999,0.0,0.0,False,False,True,无,39
第5天,18.94484315435642,0.0,1.5448431543564207,True,False,False,第5天-A1游览风险,39
第1天,15.9,0.0,0.0,False,False,True,无,40
第2天,22.63884233854811,3.7936194296004224,1.8452229089476864,True,True,False,第2天-A10游览风险；第2天返程超时,40
第3天,16.1,0.0,0.0,False,False,True,无,40
第4天,19.339676779257406,3.030496259609104,0.40918051964830104,True,False,False,第4天-A6游览风险,40
第5天,20.39209644772323,0.9889114420702338,2.0031850056529974,True,False,False,第5天-A1游览风险,40
第1天,15.9,0.0,0.0,False,False,True,无,41
第2天,20.209904134011747,3.2099041340117487,0.0,False,False,True,无,41
第3天,16.1,0.0,0.0,False,False,True,无,41
第4天,18.067016445764214,0.0,2.167016445764215,False,False,True,无,41
第5天,20.916075213009968,0.5764011382706086,2.9396740747393597,True,False,False,第5天-A1游览风险,41
第1天,15.9,0.0,0.0,False,False,True,无,42
第2天,22.216938516495265,2.747368024538347,2.4695704919569184,True,True,False,第2天-A10游览风险；第2天返程超时,42
第3天,16.1,0.0,0.0,False,False,True,无,42
第4天,16.676656671850967,0.7766566718509678,0.0,False,False,True,无,42
第5天,19.13889509439489,1.738895094394891,0.0,False,False,True,无,42
第1天,15.9,0.0,0.0,False,False,True,无,43
第2天,17.0,0.0,0.0,False,False,True,无,43
第3天,16.1,0.0,0.0,False,False,True,无,43
第4天,22.795020284557513,6.493888119277375,0.40113216528014173,False,True,False,第4天返程超时,43
第5天,19.976295385559713,0.0,2.5762953855597126,True,False,False,第5天-A1游览风险,43
第1天,18.820323269463707,2.16143494861431,0.758888320849398,False,False,True,无,44
第2天,17.409970918363086,0.0,0.40997091836308563,False,False,True,无,44
第3天,18.338000244734374,1.2436614192529594,0.9943388254814135,False,False,True,无,44
第4天,17.881674438883614,0.0,1.9816744388836158,False,False,True,无,44
第5天,17.4,0.0,0.0,False,False,True,无,44
第1天,15.9,0.0,0.0,False,False,True,无,45
第2天,20.37332906395957,3.3733290639595714,0.0,False,False,True,无,45
第3天,20.089858795166585,2.205832330206035,1.7840264649605464,False,False,True,无,45
第4天,17.67038846986992,0.0,1.7703884698699222,False,False,True,无,45
第5天,22.162967404119474,3.898600785897652,0.864366618221824,True,True,False,第5天-A1游览风险；第5天返程超时,45
第1天,19.411826605223865,3.5088394950830217,0.00298711014084474,False,False,True,无,46
第2天,18.469813240692055,0.0,1.4698132406920568,False,False,True,无,46
第3天,22.581560891900338,5.693077991014923,0.7884829008854128,False,True,False,第3天返程超时,46
第4天,18.07317857457178,1.1190094493723937,1.0541691251993888,False,False,True,无,46
第5天,24.822760769109436,6.568264498201297,0.8544962709081395,True,True,False,第5天-A1游览风险；第5天返程超时,46
第1天,16.963082399394455,1.0630823993944534,0.0,False,False,True,无,47
第2天,21.583390824275234,3.5553353089675443,1.0280555153076907,False,True,False,第2天返程超时,47
第3天,16.1,0.0,0.0,False,False,True,无,47
第4天,15.899999999999999,0.0,0.0,False,False,True,无,47
第5天,17.4,0.0,0.0,False,False,True,无,47
第1天,16.366614185939913,0.0,0.466614185939911,False,False,True,无,48
第2天,19.20144726793613,2.201447267936129,0.0,False,False,True,无,48
第3天,16.1,0.0,0.0,False,False,True,无,48
第4天,15.899999999999999,0.0,0.0,False,False,True,无,48
第5天,22.388738684188787,4.988738684188786,0.0,True,True,False,第5天-A1游览风险；第5天返程超时,48
第1天,15.9,0.0,0.0,False,False,True,无,49
第2天,17.0,0.0,0.0,False,False,True,无,49
第3天,19.361502559878648,2.1752286875990223,1.0862738722796248,False,False,True,无,49
第4天,16.98318928649419,1.0831892864941937,0.0,False,False,True,无,49
第5天,24.199651115505326,4.240317352693459,2.559333762811866,True,True,False,第5天-A1游览风险；第5天返程超时,49
第1天,16.299860556306484,0.0,0.3998605563064842,False,False,True,无,50
第2天,22.60430974732322,2.59421338382832,3.010096363494899,True,True,False,第2天-A10游览风险；第2天返程超时,50
第3天,20.371806049657867,3.2825079072404497,0.9892981424174131,False,False,True,无,50
第4天,17.277207088129785,1.3772070881297882,0.0,False,False,True,无,50
第5天,21.32946252875084,2.2233817167393384,1.7060808120114994,True,True,False,第5天-A1游览风险；第5天返程超时,50
第1天,15.9,0.0,0.0,False,False,True,无,51
第2天,21.107874653523037,1.344970157997936,2.7629044955250994,True,True,False,第2天-A10游览风险；第2天返程超时,51
第3天,19.21354137933595,3.113541379335948,0.0,False,False,True,无,51
第4天,17.595921904371497,1.6959219043714975,0.0,False,False,True,无,51
第5天,24.23813531962448,3.1709789268563737,3.667156392768107,True,True,False,第5天-A1游览风险；第5天返程超时,51
第1天,20.086927417153447,2.5953436088056385,1.5915838083478095,False,False,True,无,52
第2天,17.0,0.0,0.0,False,False,True,无,52
第3天,16.1,0.0,0.0,False,False,True,无,52
第4天,17.644985471095044,0.0,1.744985471095045,False,False,True,无,52
第5天,20.097647513399558,2.6976475133995574,0.0,False,False,True,无,52
第1天,16.006873695288064,0.10687369528806223,0.0,False,False,True,无,53
第2天,19.36671827749864,2.3667182774986406,0.0,False,False,True,无,53
第3天,21.282547471333014,5.182547471333014,0.0,False,True,False,第3天返程超时,53
第4天,16.4516421065593,0.0,0.5516421065593026,False,False,True,无,53
第5天,18.889161005647544,1.4891610056475462,0.0,False,False,True,无,53
第1天,16.750702914146984,0.0,0.8507029141469843,False,False,True,无,54
第2天,17.0,0.0,0.0,False,False,True,无,54
第3天,16.1,0.0,0.0,False,False,True,无,54
第4天,15.899999999999999,0.0,0.0,False,False,True,无,54
第5天,19.692742452502287,0.0,2.2927424525022873,True,False,False,第5天-A1游览风险,54
第1天,16.0004285377352,0.0,0.10042853773520077,False,False,True,无,55
第2天,18.512149491996045,0.0,1.5121494919960456,False,False,True,无,55
第3天,16.857965439510444,0.0,0.7579654395104427,False,False,True,无,55
第4天,17.27051173837072,0.0,1.3705117383707182,False,False,True,无,55
第5天,19.722350088958983,0.0,2.3223500889589803,True,False,False,第5天-A1游览风险,55
第1天,18.602659958402892,2.7026599584028927,0.0,False,False,True,无,56
第2天,18.198393454807473,0.0,1.1983934548074733,False,False,True,无,56
第3天,18.813314942659847,0.0,2.7133149426598457,False,False,True,无,56
第4天,17.758922556163505,1.8589225561635043,0.0,False,False,True,无,56
第5天,20.449534163107355,2.6157691844302016,0.43376497867715424,True,False,False,第5天-A1游览风险,56
第1天,18.267301146497573,2.3673011464975717,0.0,False,False,True,无,57
第2天,17.372626858972087,0.0,0.37262685897208747,False,False,True,无,57
第3天,17.204527425062096,0.0,1.1045274250620947,False,False,True,无,57
第4天,17.815253509023943,1.915253509023945,0.0,False,False,True,无,57
第5天,21.057258423896624,3.6572584238966215,0.0,True,True,False,第5天-A1游览风险；第5天返程超时,57
第1天,15.9,0.0,0.0,False,False,True,无,58
第2天,18.658094460096976,0.0,1.6580944600969763,False,False,True,无,58
第3天,16.1,0.0,0.0,False,False,True,无,58
第4天,17.221215465502308,0.0,1.3212154655023098,False,False,True,无,58
第5天,21.07412620440416,3.6741262044041587,0.0,True,True,False,第5天-A1游览风险；第5天返程超时,58
第1天,18.1812039088603,1.3455822108643167,0.935621697995984,False,False,True,无,59
第2天,19.094186237153266,2.0941862371532665,0.0,False,False,True,无,59
第3天,19.794000844314215,2.855481732584302,0.8385191117299109,False,False,True,无,59
第4天,15.899999999999999,0.0,0.0,False,False,True,无,59
第5天,17.4,0.0,0.0,False,False,True,无,59
第1天,18.70312623334553,1.9036738273954978,0.8994524059500304,False,False,True,无,60
第2天,18.44579758467733,1.4457975846773288,0.0,False,False,True,无,60
第3天,22.59453081258833,4.276709879589288,2.2178209329990413,False,True,False,第3天返程超时,60
第4天,17.526458364741885,0.0,1.626458364741885,False,False,True,无,60
第5天,20.372915601308165,0.7358484038288803,2.237067197479287,True,False,False,第5天-A1游览风险,60
第1天,16.797301828977492,0.0,0.8973018289774917,False,False,True,无,61
第2天,17.711125109517468,0.7111251095174684,0.0,False,False,True,无,61
第3天,20.852240399226467,4.752240399226466,0.0,False,False,True,无,61
第4天,16.745968549455576,0.0,0.8459685494555755,False,False,True,无,61
第5天,19.547070394168585,2.1470703941685834,0.0,True,False,False,第5天-A1游览风险,61
第1天,17.29957332248787,1.3995733224878708,0.0,False,False,True,无,62
第2天,17.549479273834542,0.5494792738345409,0.0,False,False,True,无,62
第3天,19.05577296386625,2.955772963866251,0.0,False,False,True,无,62
第4天,17.475876230112767,0.0,1.5758762301127676,False,False,True,无,62
第5天,18.95615954323129,0.0,1.5561595432312898,True,False,False,第5天-A1游览风险,62
第1天,20.196974732462216,2.8824459381683303,1.414528794293887,False,False,True,无,63
第2天,19.31073385778698,2.310733857786977,0.0,False,False,True,无,63
第3天,19.759519573027866,2.0959401315101784,1.563579441517684,False,False,True,无,63
第4天,19.5149132009663,2.0625889172156437,1.5523242837506583,True,False,False,第4天-A6游览风险,63
第5天,17.4,0.0,0.0,False,False,True,无,63
第1天,15.9,0.0,0.0,False,False,True,无,64
第2天,20.502991951654874,3.303189586057993,0.19980236559688302,False,False,True,无,64
第3天,18.942033445399037,2.842033445399035,0.0,False,False,True,无,64
第4天,16.43880623478089,0.0,0.5388062347808932,False,False,True,无,64
第5天,24.507649050751088,6.782573447239571,0.32507560351151565,True,True,False,第5天-A1游览风险；第5天返程超时,64
第1天,20.243141760089443,3.848112539729735,0.4950292203597053,False,False,True,无,65
第2天,18.519993123170064,0.0,1.5199931231700647,False,False,True,无,65
第3天,16.1,0.0,0.0,False,False,True,无,65
第4天,15.899999999999999,0.0,0.0,False,False,True,无,65
第5天,22.250573740287898,3.9875303242656717,0.863043416022226,True,True,False,第5天-A1游览风险；第5天返程超时,65
第1天,19.779086342997203,3.879086342997204,0.0,False,False,True,无,66
第2天,21.520000365105137,3.434879312421212,1.085121052683923,True,True,False,第2天-A10游览风险；第2天返程超时,66
第3天,20.5031467408397,1.982062376004789,2.4210843648349107,True,False,False,第3天-A2游览风险,66
第4天,15.899999999999999,0.0,0.0,False,False,True,无,66
第5天,17.999200007191888,0.0,0.5992000071918884,False,False,True,无,66
第1天,15.9,0.0,0.0,False,False,True,无,67
第2天,17.0,0.0,0.0,False,False,True,无,67
第3天,16.1,0.0,0.0,False,False,True,无,67
第4天,15.899999999999999,0.0,0.0,False,False,True,无,67
第5天,20.575342252816885,3.175342252816886,0.0,False,False,True,无,67
第1天,15.9,0.0,0.0,False,False,True,无,68
第2天,17.0,0.0,0.0,False,False,True,无,68
第3天,16.65968749123011,0.0,0.5596874912301065,False,False,True,无,68
第4天,18.328112234917608,2.4281122349176094,0.0,False,False,True,无,68
第5天,20.110249995370605,1.0974337861741192,1.612816209196485,True,False,False,第5天-A1游览风险,68
第1天,17.53181648741783,1.6318164874178298,0.0,False,False,True,无,69
第2天,19.83799108303698,0.32239665946836166,2.5155944235686176,False,False,True,无,69
第3天,20.19136433338986,3.1845958987239387,0.90676843466592,True,False,False,第3天-A2游览风险,69
第4天,15.899999999999999,0.0,0.0,False,False,True,无,69
第5天,21.956284686793122,3.8991008889690386,0.657183797824082,True,True,False,第5天-A1游览风险；第5天返程超时,69
第1天,19.454101232556763,3.554101232556762,0.0,False,False,True,无,70
第2天,20.68103177438155,3.044719696710453,0.6363120776711019,False,False,True,无,70
第3天,21.263473155862147,2.289734859173329,2.8737382966888165,True,True,False,第3天-A2游览风险；第3天返程超时,70
第4天,19.52461816459792,3.624618164597921,0.0,True,False,False,第4天-A6游览风险,70
第5天,20.025969807343444,1.5681246232607138,1.0578451840827257,True,False,False,第5天-A1游览风险,70
第1天,19.867377933960743,3.967377933960743,0.0,False,False,True,无,71
第2天,17.45673893859938,0.10775794084526213,0.34898099775411795,False,False,True,无,71
第3天,18.735940633367406,0.0,2.635940633367404,False,False,True,无,71
第4天,19.849628528673072,1.5316279249971902,2.418000603675884,False,False,True,无,71
第5天,19.865906065449906,0.7806534934151731,1.685252572034732,True,False,False,第5天-A1游览风险,71
第1天,24.193331920866708,5.510651096392781,2.782680824473931,True,True,False,第1天-A3游览风险；第1天返程超时,72
第2天,20.592303627726853,3.592303627726852,0.0,True,False,False,第2天-A10游览风险,72
第3天,16.1,0.0,0.0,False,False,True,无,72
第4天,20.748651063002683,1.9863983337639868,2.8622527292386963,True,False,False,第4天-A6游览风险,72
第5天,21.08170361269391,3.68170361269391,0.0,True,True,False,第5天-A1游览风险；第5天返程超时,72
第1天,15.988831852749373,0.0,0.088831852749372,False,False,True,无,73
第2天,18.194591824133045,1.1945918241330462,0.0,False,False,True,无,73
第3天,16.1,0.0,0.0,False,False,True,无,73
第4天,15.899999999999999,0.0,0.0,False,False,True,无,73
第5天,20.179582192299684,1.2202634969424557,1.5593186953572267,True,False,False,第5天-A1游览风险,73
第1天,18.23714294088285,2.3371429408828517,0.0,False,False,True,无,74
第2天,18.535959297846443,0.0,1.5359592978464427,False,False,True,无,74
第3天,17.68233278542389,0.0,1.5823327854238862,False,False,True,无,74
第4天,18.99648254374957,3.096482543749568,0.0,False,False,True,无,74
第5天,22.024878368852413,1.6283928836344357,2.9964854852179736,True,True,False,第5天-A1游览风险；第5天返程超时,74
第1天,15.9,0.0,0.0,False,False,True,无,75
第2天,18.615020184427337,1.0363033130902704,0.5787168713370635,False,False,True,无,75
第3天,18.010560486932366,0.0,1.9105604869323654,False,False,True,无,75
