是否达标,失败原因,游览约束达标,返程约束达标,道路总延误h,排队总延误h,失败日期,模拟编号
False,both,False,False,10.16760124884212,3.10508206470349,第5天,35
True,none,True,True,6.57375257799655,0.0,无,36
True,none,True,True,7.992939736932335,1.9763294430893927,无,37
False,queue,False,True,4.292994574404666,5.79875177184869,第5天,38
False,queue,False,True,2.918309202458196,2.6863133516755924,第5天,39
False,both,False,False,7.8130271312797595,4.257588434248985,第2天、第4天、第5天,40
False,queue,False,True,3.786305272282357,5.106690520503575,第5天,41
False,both,False,False,5.262919790784206,2.4695704919569184,第2天,42
False,both,False,False,6.493888119277375,2.977427550839854,第4天、第5天,43
True,none,True,True,3.4050963678672694,4.1448725035775125,无,44
False,both,False,False,9.477762180063259,4.418781553052293,第5天,45
False,both,False,False,16.889191433671634,4.1699486478258425,第3天、第5天,46
False,traffic,True,False,4.6184177083619975,1.0280555153076907,第2天,47
False,both,False,False,7.190185952124915,0.466614185939911,第5天,48
False,both,False,False,7.498735326786676,3.645607635091491,第5天,49
False,both,False,False,9.477310095937897,6.1053358742302954,第2天、第5天,50
False,both,False,False,9.325412368561754,6.430060888293206,第2天、第5天,51
True,none,True,True,5.292991122205196,3.3365692794428545,无,52
False,traffic,True,False,9.145300449767262,0.5516421065593026,第3天,53
False,queue,False,True,0.0,3.1434453666492717,第5天,54
False,queue,False,True,0.0,6.063405296571387,第5天,55
False,queue,False,True,7.177351698996599,4.345473376144473,第5天,56
False,both,False,False,7.939813079418139,1.477154284034182,第5天,57
False,both,False,False,3.6741262044041587,2.979309925599286,第5天,58
True,none,True,True,6.295250180601885,1.7741408097258948,无,59
False,both,False,False,8.362029695490994,6.980798901170243,第3天、第5天,60
False,queue,False,True,7.610435902912517,1.7432703784330672,第5天,61
False,queue,False,True,4.904825560188662,3.1320357733440574,第5天,62
False,queue,False,True,9.35170884468113,4.530432519562229,第4天,63
False,both,False,False,12.9277964786966,1.063684203889292,第5天,64
False,both,False,False,7.835642863995407,2.878065759551996,第5天,65
False,both,False,False,9.296028031423205,4.105405424710722,第2天、第3天,66
True,none,True,True,3.175342252816886,0.0,无,67
False,queue,False,True,3.5255460210917287,2.1725037004265917,第5天,68
False,both,False,False,9.037909934579169,4.0795466560586195,第3天、第5天,69
False,both,False,False,14.08129857629918,4.567895558442644,第3天、第4天、第5天,70
False,queue,False,True,6.387417293218368,7.088174806832138,第5天,71
False,both,False,False,14.771056670577531,5.644933553712628,第1天、第2天、第4天、第5天,72
False,queue,False,True,2.414855321075502,1.6481505481065986,第5天,73
False,both,False,False,7.062018368266855,6.114777568488302,第5天,74
False,queue,False,True,1.0363033130902704,5.491852145076482,第5天,75
False,both,False,False,6.191137587573681,4.74923515459354,第2天、第5天,76
False,both,False,False,7.770557921801,4.186013447266849,第3天、第5天,77
False,both,False,False,10.327269602423721,6.743865554803646,第3天、第4天、第5天,78
False,both,False,False,7.790797573707719,4.750546869897517,第2天,79
False,queue,False,True,5.0401575291340155,2.0069864731603735,第5天,80
False,both,False,False,6.944285986182377,5.747333878492926,第4天、第5天,81
False,both,False,False,10.952731140520049,3.7435591707713036,第5天,82
False,both,False,False,6.613916549553228,4.592211716459359,第2天、第5天,83
False,both,False,False,8.03029427560775,8.098948122115297,第2天、第4天、第5天,84
False,both,False,False,15.151315429171435,2.7244414042378926,第2天、第4天、第5天,85
False,both,False,False,9.940841455510897,7.709625176050141,第1天、第3天、第5天,86
False,both,False,False,14.075809779249063,2.7266523754881655,第2天、第3天、第5天,87
False,both,False,False,17.50170861043701,2.9608023502840366,第3天、第4天、第5天,88
False,both,False,False,15.176755369457364,4.229571320470492,第2天、第3天、第5天,89
False,queue,False,True,3.693788270533425,2.368611567768342,第5天,90
False,both,False,False,9.925465546538522,0.9220003703151551,第2天、第5天,91
False,both,False,False,6.062000786888442,4.842042496301443,第5天,92
False,both,False,False,13.680723311319099,3.174085569768235,第2天、第5天,93
False,traffic,True,False,9.997344837624706,4.245146616856346,第2天、第4天,94
False,both,False,False,9.046438224658912,1.2848573725995496,第3天、第5天,95
False,both,False,False,5.469869066121099,5.431014586403704,第5天,96
False,both,False,False,12.071650513916357,5.794833490194741,第4天、第5天,97
True,none,True,True,1.0745877553555676,1.4470975513668036,无,98
False,both,False,False,3.6535865535812557,3.074167629905207,第2天、第5天,99
False,both,False,False,9.936639217870262,0.04035268674049508,第4天,100
False,queue,False,True,8.259011613309449,2.1653734919321987,第5天,101
False,queue,False,True,6.301029986339406,4.302339479756891,第3天、第5天,102
False,both,False,False,8.218658193809098,3.6264174078321236,第2天、第4天、第5天,103
False,queue,False,True,6.613496838712649,3.899681987550213,第3天、第5天,104
False,both,False,False,13.108588308937112,1.814801186346494,第4天、第5天,105
True,none,True,True,4.204844086216653,2.089429016625364,无,106
False,both,False,False,13.146467642389897,1.3046755979369369,第2天、第3天、第5天,107
False,queue,False,True,6.862701047971189,2.1819014662102667,第5天,108
False,queue,False,True,7.1758537259336075,4.0840262259503355,第5天,109
False,both,False,False,4.000927708599596,6.166007539386764,第5天,110
False,both,False,False,10.762652121202825,1.2223005889782916,第3天、第5天,111
False,queue,False,True,4.081462463085123,1.3619261070537467,第5天,112
False,queue,False,True,2.8757275325225815,6.346050515939501,第4天、第5天,113
False,queue,False,True,4.022450063841343,3.791241066901746,第2天、第5天,114
False,both,False,False,7.176011580671952,5.8788779657163195,第4天、第5天,115
False,both,False,False,11.072235026262156,4.401529063006093,第2天、第5天,116
False,queue,False,True,7.644152710316279,2.5701989453183205,第5天,117
False,both,False,False,6.86292510646731,1.9205228857829426,第5天,118
True,none,True,True,7.74510239304533,3.4625770371919398,无,119
False,queue,False,True,0.0,6.868979168062666,第5天,120
False,queue,False,True,5.324490542786517,3.2386156441102436,第5天,121
False,queue,False,True,10.618737533302184,0.5663729727523167,第2天、第3天,122
False,queue,False,True,10.57558350881432,0.0,第4天,123
False,queue,False,True,5.956899472186317,3.012584788734016,第5天,124
False,queue,False,True,4.8889661089896,4.592968016575437,第2天、第5天,125
False,both,False,False,10.58207105385182,3.263830585195022,第2天、第4天、第5天,126
False,queue,False,True,0.0,4.1897986926815145,第5天,127
False,queue,False,True,5.402877041439531,1.8298582948676547,第5天,128
False,traffic,True,False,8.803174197363692,5.490262267989332,第3天,129
False,queue,False,True,3.94612996206747,2.3392692725044015,第5天,130
False,queue,False,True,3.8115611002819154,3.573259854343339,第5天,131
False,both,False,False,12.318778955029332,2.3461313786801132,第2天、第5天,132
False,both,False,False,12.384990193476336,0.0,第2天、第4天,133
False,queue,False,True,7.022961460096831,1.5989195682006776,第5天,134
False,both,False,False,13.230657523708473,6.580698523756864,第1天、第2天、第5天,135
False,queue,False,True,5.591595064653643,0.757686876994169,第5天,136
False,both,False,False,3.243443854024221,2.928676499424601,第2天,137
False,both,False,False,5.878359175402166,5.380443891146984,第2天、第5天,138
False,queue,False,True,5.050801892515545,8.016799027611144,第5天,139
False,both,False,False,14.436444680745444,1.5924079463421812,第3天、第5天,140
False,queue,False,True,6.357399079607806,6.402946898776201,第5天,141
False,both,False,False,7.767810096648109,6.494766203613804,第4天、第5天,142
False,queue,False,True,1.411332083146609,4.522205336696357,第5天,143
False,both,False,False,6.83404588081279,2.6598229087082745,第5天,144
True,none,True,True,2.403641012694046,0.0,无,145
False,both,False,False,2.5108812320294334,4.911825650866276,第5天,146
False,both,False,False,12.212797100100124,5.970386361488922,第1天、第2天、第5天,147
False,both,False,False,8.571875369562362,5.4024327116793245,第4天、第5天,148
False,queue,False,True,4.418359569997104,5.505221496927083,第5天,149
False,both,False,False,10.734789518713828,8.16301173441501,第3天、第5天,150
False,both,False,False,11.321519701727627,4.9883495878793465,第1天、第5天,151
False,both,False,False,8.110719786714576,6.974205587742366,第4天、第5天,152
False,queue,False,True,7.638284239003489,1.4549634538426024,第4天、第5天,153
False,both,False,False,11.795576852012548,4.146685207779592,第3天、第5天,154
True,none,True,True,4.142065688234505,2.1039741555113762,无,155
False,both,False,False,7.843891350294255,6.223919677896922,第2天、第5天,156
False,both,False,False,8.894273653733851,5.214567558443249,第2天,157
False,queue,False,True,1.6785911983798996,5.612015124271641,第5天,158
False,queue,False,True,2.0636311781099645,5.179027290845875,第4天、第5天,159
False,traffic,True,False,7.999243961897323,1.5027828472984837,第4天,160
False,queue,False,True,7.333014178156773,3.3093997223560163,第3天、第5天,161
True,none,True,True,2.928454201826931,3.317513625975558,无,162
False,queue,False,True,3.8009795263354595,5.171058254321246,第5天,163
False,both,False,False,13.97626120337394,5.6576614220794745,第1天、第5天,164
False,queue,False,True,3.4282525236804466,4.416733078202195,第5天,165
True,none,True,True,5.68950764051037,2.2041345901098017,无,166
False,both,False,False,9.920189037656016,3.2040635547010234,第3天、第5天,167
False,both,False,False,12.053808631521234,3.5984266283283555,第2天、第5天,168
True,none,True,True,0.0,0.0,无,169
False,both,False,False,3.973469785444996,4.362212878068529,第5天,170
False,queue,False,True,7.8329485202865134,2.4295142761355715,第3天、第4天,171
True,none,True,True,2.354429215440894,8.386515189508309,无,172
False,both,False,False,17.691712828599535,2.837309906703718,第2天、第5天,173
False,queue,False,True,11.076079215074685,1.664300818628544,第4天,174
False,both,False,False,8.087885820238059,4.543136735719828,第1天、第5天,175
False,queue,False,True,7.9854212317667805,4.136674255044954,第3天,176
False,both,False,False,15.66535329098084,4.433413920001248,第4天、第5天,177
True,none,True,True,4.5681451886936655,2.804703789367542,无,178
False,queue,False,True,2.1309816279130693,4.199599170230725,第5天,179
False,queue,False,True,7.286114642445075,0.0,第5天,180
False,queue,False,True,8.29925158191755,5.754395933282775,第5天,181
False,both,False,False,7.421775887378504,3.763356800590622,第5天,182
False,both,False,False,9.503724879485556,1.7220216092500065,第5天,183
False,queue,False,True,2.578501562929357,3.7719040345518158,第5天,184
False,queue,False,True,5.970837481068493,4.524957874983171,第5天,185
False,both,False,False,7.1094567142234855,4.022386682013902,第2天、第5天,186
False,queue,False,True,9.712390375938327,2.809783857403665,第5天,187
False,queue,False,True,7.599551714885449,2.8104282531562887,第5天,188
False,traffic,True,False,6.299080097211624,5.555306023946368,第4天,189
False,queue,False,True,10.898055297529062,1.2622379020314645,第5天,190
False,both,False,False,13.568824751614908,3.81898436798811,第3天、第5天,191
False,queue,False,True,4.061072432120458,4.254851120705124,第5天,192
False,both,False,False,8.040537267468373,4.440328236829287,第5天,193
False,both,False,False,6.621515734504017,3.474013099845085,第3天、第5天,194
False,both,False,False,5.16556096442514,7.579709178133642,第3天、第5天,195
False,both,False,False,17.428439492937294,0.38720117235580664,第2天、第5天,196
False,both,False,False,11.866941492567298,4.518944499941405,第4天、第5天,197
False,both,False,False,12.159478883184399,5.026224314491371,第4天、第5天,198
False,queue,False,True,4.39003188364608,3.519688984246873,第4天、第5天,199
False,both,False,False,6.681004047219867,8.357263981022664,第1天,200
False,both,False,False,9.102457479287159,6.458396240184072,第5天,201
False,both,False,False,2.63510494295498,8.22078190579391,第2天、第5天,202
False,queue,False,True,10.796433047714675,1.7826009177518576,第5天,203
False,queue,False,True,6.0792630104368905,5.630964314831428,第3天、第5天,204
False,both,False,False,6.078281991301652,3.834608849382029,第2天、第5天,205
True,none,True,True,5.297264009557251,3.5327456861232376,无,206
False,both,False,False,3.337426570398855,8.352210309109564,第2天、第5天,207
False,queue,False,True,4.171553673261235,2.295620019705545,第5天,208
False,queue,False,True,9.220633375587798,5.5444982514824135,第4天、第5天,209
False,queue,False,True,9.75403435312661,2.2195683547384677,第2天、第5天,210
False,both,False,False,13.336773541025654,7.1947669043872455,第3天、第4天、第5天,211
False,both,False,False,11.243009801608338,4.447409746765264,第2天,212
False,both,False,False,9.685941571945676,3.5713661070649905,第4天、第5天,213
False,traffic,True,False,5.530776393975085,1.6459706319277876,第4天,214
False,queue,False,True,2.278800554260909,4.90262654777927,第5天,215
False,both,False,False,17.81969506545021,2.775013380853661,第2天、第4天、第5天,216
False,both,False,False,6.266732754299644,4.381169178192181,第5天,217
False,both,False,False,15.409887588889116,1.612995363666288,第2天、第4天、第5天,218
False,both,False,False,12.433228812634773,3.7815356624309904,第1天、第2天,219
False,queue,False,True,7.867604357674385,1.4470375925271406,第2天,220
True,none,True,True,1.917817084660837,0.8269625479935443,无,221
False,both,False,False,12.470053503564067,0.0,第5天,222
False,both,False,False,8.752035120157938,1.361746663827284,第2天、第5天,223
True,none,True,True,4.210273355380361,4.821120528825277,无,224
False,both,False,False,7.415390105145371,2.969967176184852,第4天、第5天,225
False,both,False,False,18.180519679863696,1.4293094329914406,第2天、第3天,226
False,queue,False,True,6.0769170191208985,4.4768076311181755,第3天、第5天,227
True,none,True,True,3.873440357171443,7.51535928291125,无,228
False,queue,False,True,6.757646134849351,3.726465121686071,第5天,229
False,queue,False,True,4.519479748950879,5.840700685805031,第3天,230
False,both,False,False,11.229396732312665,5.012308034173424,第2天、第4天、第5天,231
True,none,True,True,3.871110492999358,4.81025344800155,无,232
False,both,False,False,9.20064095969111,3.2853801932473985,第5天,233
False,traffic,True,False,3.7741786770662893,4.655652327674498,第2天,234
True,none,True,True,0.0,3.0893838019450808,无,235
False,both,False,False,10.4962341951631,4.9712398861121425,第3天、第5天,236
False,queue,False,True,5.335590028483468,4.798793437424557,第5天,237
False,both,False,False,8.484120537926207,5.746065015451894,第2天、第5天,238
False,both,False,False,10.11135964444409,6.498848020922742,第1天、第3天,239
False,both,False,False,13.612563841102606,3.0548282619465517,第1天、第2天、第5天,240
False,both,False,False,10.419507004885164,3.3061459148032437,第1天、第5天,241
False,queue,False,True,4.2709015371823185,4.132736879779005,第5天,242
False,both,False,False,8.066525414468064,3.393257448363251,第4天,243
False,both,False,False,6.728674172185195,3.0790281976388245,第2天,244
False,both,False,False,12.51251544489536,2.959320852700424,第2天、第5天,245
False,traffic,True,False,11.972214654088669,0.974451805840145,第3天,246
False,both,False,False,12.667190792883634,2.0425549222800643,第3天、第5天,247
False,queue,False,True,11.408699660819995,3.857872211111462,第4天、第5天,248
False,both,False,False,15.701233307945417,2.4654299004437368,第1天、第5天,249
False,both,False,False,7.76091308193868,3.8002778216181867,第4天、第5天,250
False,both,False,False,3.713955239195162,6.349784394994185,第2天、第5天,251
False,traffic,True,False,10.581328464465578,4.053361702746438,第4天,252
False,queue,False,True,8.894330410086756,2.1523377757919944,第5天,253
True,none,True,True,3.4977993375666867,2.140030121299553,无,254
False,both,False,False,15.191861944501486,3.8511407369208355,第3天、第5天,255
False,queue,False,True,7.446703753966491,3.556623782428347,第5天,256
False,both,False,False,9.365725586362263,0.0,第4天、第5天,257
False,both,False,False,6.196413271453926,2.950633877024204,第5天,258
False,both,False,False,9.463623175031486,1.2834562112819676,第5天,259
False,both,False,False,5.413271385760275,2.74268551996388,第4天、第5天,260
False,traffic,True,False,15.064254404766077,1.4592747731874283,第1天、第5天,261
False,both,False,False,12.945554569563967,4.904723849117862,第2天、第3天、第5天,262
False,both,False,False,9.489995615339192,5.885624947604237,第1天、第5天,263
False,traffic,True,False,8.350783470811294,0.6690733739551297,第3天,264
False,both,False,False,2.3840013613362605,2.1941541845825974,第5天,265
False,queue,False,True,7.908863374398429,1.549765436535635,第4天,266
False,traffic,True,False,6.148957113121803,4.15804612651446,第1天,267
False,both,False,False,9.700303805166243,1.8578382943964948,第5天,268
False,traffic,True,False,8.745249565925366,2.977927949036385,第1天,269
False,both,False,False,8.960623058926242,2.862285426676035,第3天、第4天,270
False,queue,False,True,9.644159765934951,0.01607289215470975,第3天、第5天,271
False,traffic,True,False,12.145246293561138,0.0,第5天,272
False,both,False,False,5.343885273564016,0.0,第5天,273
False,queue,False,True,6.42314235988369,2.484542448725442,第3天,274
False,queue,False,True,8.483015297744721,4.440215968795096,第3天,275
False,both,False,False,9.264095082912679,3.505541164937401,第1天、第2天、第5天,276
False,both,False,False,13.207704485509764,0.6036171523185955,第3天、第4天、第5天,277
False,both,False,False,5.8730755780392325,2.3311558647131876,第2天、第5天,278
False,both,False,False,8.47648015009582,7.3588647223532035,第1天、第3天、第5天,279
False,both,False,False,7.517294860069629,8.02443586719801,第3天、第5天,280
False,queue,False,True,8.693269752284317,3.7755354717175513,第2天、第5天,281
False,queue,False,True,10.006342054194063,4.674749540825774,第5天,282
False,both,False,False,6.050869442276572,0.5554801995661002,第5天,283
False,both,False,False,7.449700143168975,4.004455349714002,第5天,284
False,both,False,False,14.449080839103278,5.35399320915461,第2天、第3天、第5天,285
False,both,False,False,10.920444892888975,4.752522792967914,第3天、第5天,286
False,both,False,False,20.412653802934464,3.972805041701709,第2天、第5天,287
False,both,False,False,6.38687097909389,10.38992561031954,第2天、第4天、第5天,288
False,both,False,False,5.11967329472512,5.410196465624939,第2天、第5天,289
False,both,False,False,8.902737098867952,2.193258400653992,第2天、第5天,290
False,queue,False,True,7.76888114369382,1.2483482986421892,第5天,291
False,queue,False,True,5.126369803010082,4.914482347730465,第3天、第5天,292
False,both,False,False,8.238209229195853,5.168741814505134,第5天,293
False,both,False,False,9.656874998852407,2.3256949498357384,第3天、第5天,294
True,none,True,True,4.840710984880672,4.1276769125672415,无,295
False,both,False,False,11.254904582164578,1.875783318725332,第5天,296
False,queue,False,True,6.510736343124416,6.8524415549620485,第5天,297
False,queue,False,True,6.6778224039145275,0.0,第5天,298
False,queue,False,True,2.2364435449772713,1.6745592285080626,第5天,299
False,both,False,False,6.302943167685681,4.54793651311665,第3天、第5天,300
False,both,False,False,11.987300792212286,4.382797564541725,第1天、第5天,301
False,both,False,False,13.922938991581848,3.9140515528833246,第3天、第5天,302
False,queue,False,True,7.751897839630395,3.3331264637057347,第4天、第5天,303
False,queue,False,True,3.3559182304025943,5.994613479417527,第5天,304
False,queue,False,True,10.882677180460446,5.811945358839428,第3天、第5天,305
False,queue,False,True,0.0,5.908533350958395,第5天,306
False,both,False,False,18.671032283602674,2.867742128523939,第2天、第3天、第4天、第5天,307
False,both,False,False,15.674740848792434,0.8913603605981084,第1天、第4天,308
False,both,False,False,11.74466885515588,3.3414105271256775,第2天、第4天,309
False,both,False,False,11.61887902369107,3.043739624178117,第4天、第5天,310
False,both,False,False,8.249442950195416,3.0162527657677054,第2天、第5天,311
False,queue,False,True,10.73819833516216,2.9599932632552157,第5天,312
False,both,False,False,14.757215789545079,2.3520543846182687,第2天、第4天、第5天,313
False,queue,False,True,6.639386688376043,2.4567930186544453,第3天、第5天,314
True,none,True,True,0.0,1.7167953102114106,无,315
False,both,False,False,7.852861731592174,8.520925573299525,第3天、第4天、第5天,316
True,none,True,True,10.525523716205093,0.6732393378412883,无,317
False,both,False,False,15.775654552835224,5.4618563413254835,第3天、第5天,318
False,both,False,False,11.309829506745503,4.147474416599579,第2天、第5天,319
True,none,True,True,1.635501511355391,0.0,无,320
False,queue,False,True,4.907636059528951,6.289087287926282,第5天,321
True,none,True,True,4.755357888214579,3.9958577498943635,无,322
False,queue,False,True,7.7711878441813225,2.9669735678320697,第5天,323
True,none,True,True,4.005163135513813,0.5193250320044869,无,324
False,both,False,False,7.779639062972329,4.544645622074171,第2天、第4天、第5天,325
False,queue,False,True,3.7704317334673996,2.4596809517597578,第5天,326
False,both,False,False,10.705450105060919,2.216100180127424,第4天、第5天,327
False,queue,False,True,3.557335289463859,2.7606871216580036,第5天,328
False,both,False,False,15.398364808353104,5.876118116709237,第3天、第4天、第5天,329
False,both,False,False,10.726435439091139,3.08332359391073,第5天,330
False,queue,False,True,8.038597455850315,2.814784007024476,第4天、第5天,331
False,both,False,False,12.075631418408191,2.7949573558551766,第2天、第5天,332
False,queue,False,True,5.122043365883734,3.798302779222661,第5天,333
False,traffic,True,False,12.08098445950327,2.5248177765940873,第2天,334
True,none,True,True,8.231940162701651,3.0647806804156805,无,335
True,none,True,True,5.3970142652228645,4.67137557648303,无,336
True,none,True,True,0.0,2.292794003648785,无,337
True,none,True,True,6.942344677862188,4.336758487481321,无,338
True,none,True,True,2.079160493967904,4.678686433051584,无,339
False,queue,False,True,6.0376828151788065,2.1512033519441984,第5天,340
False,queue,False,True,8.778577137108613,1.4402887842012722,第2天、第5天,341
False,both,False,False,6.5500674977635525,3.9595850573832623,第5天,342
False,queue,False,True,4.71845814681971,6.833572693057551,第4天、第5天,343
False,both,False,False,8.600412879692588,6.503240044684078,第3天、第5天,344
False,queue,False,True,5.5617280957920885,4.24405436491431,第3天,345
False,both,False,False,11.805672291507937,3.471865879177184,第4天、第5天,346
False,queue,False,True,5.957864931551205,3.9904092619630216,第4天、第5天,347
False,both,False,False,5.909153681456523,3.9224606683772905,第2天、第5天,348
False,queue,False,True,5.305141022532014,3.672728323817565,第5天,349
False,queue,False,True,2.613850223823862,4.61702229900976,第5天,350
False,queue,False,True,3.706228596053929,5.899439158304184,第5天,351
True,none,True,True,10.811735231604075,0.0,无,352
False,both,False,False,9.270441166375853,5.1164320841971165,第4天、第5天,353
False,both,False,False,13.275815121474432,2.35377881727033,第2天,354
False,traffic,True,False,5.3699412987660615,4.896740712105492,第3天,355
False,both,False,False,13.3373974873758,2.952602548334223,第4天、第5天,356
True,none,True,True,11.101180618366973,2.014078017080095,无,357
False,both,False,False,4.8099177132858335,6.293556767243744,第3天、第5天,358
False,queue,False,True,5.328406000926766,0.6463611329810672,第5天,359
True,none,True,True,5.30848181815902,0.4979740645295033,无,360
False,queue,False,True,3.0402111139795123,5.054843216683439,第5天,361
False,traffic,True,False,10.575768369057128,3.2163129125970915,第1天,362
False,queue,False,True,2.4585166167000954,5.423372581703859,第5天,363
True,none,True,True,3.842052228563497,2.896365808216818,无,364
False,both,False,False,11.447486784501137,0.9275908446431862,第2天、第5天,365
False,both,False,False,12.86777783572165,0.18314399235991807,第2天、第5天,366
False,both,False,False,13.1432727136831,0.7419002567311006,第4天、第5天,367
False,both,False,False,13.240200313554533,3.2897141797149447,第2天、第4天、第5天,368
False,queue,False,True,1.3124045890314235,3.795987330587745,第5天,369
False,both,False,False,11.086491619298833,6.223869095246769,第3天、第5天,370
False,both,False,False,9.9996851001125,4.172551623685684,第2天、第5天,371
False,both,False,False,7.426130457363191,1.928415517533625,第5天,372
False,queue,False,True,11.97236711844171,3.6151845527083966,第4天、第5天,373
False,queue,False,True,5.3033900361059665,3.623750290751631,第5天,374
False,queue,False,True,3.6552941035248727,6.289025729129329,第5天,375
False,both,False,False,8.508570748749843,7.143069229086294,第2天、第5天,376
False,queue,False,True,4.997609104634284,2.4576038065404977,第5天,377
False,both,False,False,5.962925866022,2.1105769986055773,第2天,378
False,queue,False,True,14.089691315208547,2.2720420853614987,第3天、第5天,379
False,both,False,False,7.828452028543536,5.1501192065180685,第2天、第4天,380
False,both,False,False,13.678752464993375,3.3432278500641113,第3天、第5天,381
False,queue,False,True,4.132121787654805,5.268050462385156,第3天、第5天,382
True,none,True,True,5.829008511358096,0.0,无,383
False,both,False,False,7.850020110970024,4.561948388664423,第5天,384
False,queue,False,True,0.8498580186844269,7.557042413142392,第5天,385
False,queue,False,True,9.158913483708398,3.5061779156036446,第5天,386
False,queue,False,True,2.9356384039957018,2.1236304020481014,第5天,387
False,both,False,False,5.16988844642211,4.078140336316586,第4天、第5天,388
False,both,False,False,10.200429758085408,3.604659611018674,第2天、第4天、第5天,389
True,none,True,True,5.749123258448306,2.595508926274663,无,390
False,queue,False,True,8.0515189688994,4.639413215585949,第3天,391
False,queue,False,True,6.380363230382954,1.0797404319654824,第4天、第5天,392
False,both,False,False,12.089065779319228,2.4576692807021687,第2天、第5天,393
False,queue,False,True,4.438547056426844,5.526253037728653,第5天,394
False,traffic,True,False,9.569678798714333,1.5673190243580615,第5天,395
True,none,True,True,8.168556141327777,2.6289186928593837,无,396
False,queue,False,True,5.75652673847955,1.3441471428322638,第5天,397
False,both,False,False,13.13272619536231,4.342689319888045,第1天、第3天、第5天,398
False,both,False,False,9.382717051621297,6.865100300269251,第2天、第5天,399
False,queue,False,True,2.5079031228855397,2.387452730382367,第5天,400
False,both,False,False,15.48486151139453,2.8322433108688907,第1天、第2天、第5天,401
False,queue,False,True,0.49205072491830915,2.934232993046271,第5天,402
False,both,False,False,11.8280571939896,2.9044601841191575,第4天、第5天,403
False,queue,False,True,5.722300671726944,0.617066933511187,第5天,404
False,queue,False,True,6.74934851601952,1.921894775656377,第5天,405
False,both,False,False,8.128742057618325,6.185179300984001,第5天,406
False,traffic,True,False,12.274321421356635,0.0,第1天,407
False,both,False,False,10.112312770687456,5.331657968945169,第1天、第2天、第5天,408
False,queue,False,True,9.30346903117876,2.2801806763310157,第5天,409
False,both,False,False,14.389920166583863,3.879100140701769,第3天、第5天,410
False,both,False,False,6.18600663950264,4.963970221076355,第5天,411
False,queue,False,True,8.776078599232102,0.786594345224585,第5天,412
False,both,False,False,8.42817837616416,3.809762867935284,第4天、第5天,413
False,both,False,False,7.083036204729698,1.4973770903330155,第5天,414
False,both,False,False,13.305518558239388,2.7766467786972306,第2天、第5天,415
False,both,False,False,10.916643987819368,5.304807109427184,第2天、第5天,416
False,queue,False,True,5.613996901443118,1.5769887288129585,第5天,417
False,both,False,False,7.067751991979344,4.605756676092636,第5天,418
False,queue,False,True,6.908598105574695,2.894213022744819,第5天,419
False,queue,False,True,5.221361447622634,6.752653391914485,第4天、第5天,420
False,both,False,False,8.015477743832182,4.533768208249285,第5天,421
False,queue,False,True,4.386340460334808,4.2372525642018815,第5天,422
True,none,True,True,2.174157934908915,1.163254640189409,无,423
False,both,False,False,11.038728057903661,5.063470715171624,第5天,424
True,none,True,True,2.0227663108155443,3.209420101369158,无,425
False,both,False,False,9.699288998595652,3.6824676945696133,第5天,426
